Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-02-09,Facebook,App Install,81.79,3786,15136,9,0.0,Gen Z,top rated productivity app,28981,2.6
2024-01-10,Facebook,Brand Awareness,393.31,1109,34141,13,365.99,Students,best budget planning app,6455,3.3
2024-02-28,TikTok,Performance/ROAS,173.85,4566,44059,11,443.1,Millennials,secure investment tracker,7587,1.7
2024-03-29,Facebook,Performance/ROAS,98.74,4117,49211,11,843.5,Millennials,secure investment tracker,33237,3.6
2024-07-25,Facebook,Performance/ROAS,465.91,4861,1167,17,654.76,Millennials,mobile finance solutions,48675,4.8
2024-10-26,TikTok,Brand Awareness,362.53,4533,10891,8,556.38,Gen Z,mobile finance solutions,37154,2.7
2024-08-26,Instagram,Performance/ROAS,233.88,2065,26341,7,390.09,Gen Z,top rated productivity app,34986,4.6
2024-12-28,Facebook,Performance/ROAS,439.3,3208,6708,13,646.61,Working Professionals,best budget planning app,31805,0.5
2024-01-27,Facebook,Performance/ROAS,396.74,3582,41570,10,300.43,Gen Z,secure investment tracker,46087,1.6
2024-08-10,Instagram,Re-engagement,341.01,266,40496,5,75.91,Gen Z,mobile finance solutions,3034,1.8
2024-07-26,Google Search,App Install,435.27,2319,45448,8,0.0,Millennials,secure investment tracker,3678,1.2
2024-02-02,Google Search,Performance/ROAS,69.41,1666,43127,14,91.23,Students,easy goal setting,5646,4.3
2024-08-27,Google Search,Performance/ROAS,11.31,2450,15787,3,68.687,Millennials,secure investment tracker,41610,2.2
2024-05-14,Google Search,Performance/ROAS,127.77,2825,15036,13,776.68,Working Professionals,secure investment tracker,3674,2.4
2024-07-27,Instagram,App Install,134.44,2596,5467,9,0.0,Gen Z,top rated productivity app,32240,3.6
2024-06-17,TikTok,Performance/ROAS,233.38,4358,49326,8,123.99,Students,best budget planning app,20556,2.3
2024-04-17,Google Search,Performance/ROAS,416.48,458,14878,5,450.02,Working Professionals,free habit tracker,33514,4.1
2024-11-15,Instagram,Performance/ROAS,461.16,4451,3186,8,820.35,Millennials,top rated productivity app,31490,1.1
2024-12-22,TikTok,Performance/ROAS,439.38,1784,28502,10,340.02,Millennials,mobile finance solutions,1539,2.4
2024-09-13,Google Search,Performance/ROAS,193.21,3044,35283,7,536.25,Millennials,easy goal setting,20811,2.8
2024-05-11,Google Search,Performance/ROAS,384.43,2673,22911,9,655.86,Students,mobile finance solutions,31229,2.8
2024-09-08,TikTok,Performance/ROAS,53.75,1144,34081,8,530.53,Millennials,top rated productivity app,37137,2.2
2024-01-24,Instagram,Performance/ROAS,320.17,4164,32059,9,306.59,Working Professionals,easy goal setting,32111,1.8
2024-03-29,Facebook,Re-engagement,236.48,1088,47305,13,651.58,Working Professionals,secure investment tracker,3523,1.5
2024-11-06,Google Search,Performance/ROAS,363.69,2377,12723,9,954.31,Students,mobile finance solutions,20611,1.6
2024-06-16,Facebook,App Install,464.47,2868,46212,14,0.0,Gen Z,mobile finance solutions,5222,1.6
2024-07-30,Google Search,Performance/ROAS,353.98,3967,41445,9,526.81,Students,top rated productivity app,29617,1.8
2024-12-09,Google Search,Re-engagement,80.44,313,46643,10,410.79,Gen Z,mobile finance solutions,44879,1.1
2024-07-25,Facebook,Brand Awareness,35.47,1251,35870,14,894.34,Students,easy goal setting,26674,2.7
2024-03-28,Instagram,Performance/ROAS,149.24,1177,23815,12,459.37,Gen Z,easy goal setting,19677,1.2
2024-02-28,Facebook,App Install,103.11,1060,29214,6,0.0,Students,free habit tracker,9720,3.8
2024-09-06,Google Search,Re-engagement,145.14,1753,40516,9,818.19,Gen Z,best budget planning app,44019,1.2
2024-03-21,Instagram,Performance/ROAS,144.68,3118,14771,13,415.0,Millennials,top rated productivity app,20596,3.6
2024-04-14,TikTok,Performance/ROAS,63.41,1808,40666,12,212.61,Millennials,mobile finance solutions,2918,4.5
2024-12-30,TikTok,App Install,38.43,2322,46864,11,0.0,Gen Z,best budget planning app,30609,3.7
2024-02-21,Facebook,Performance/ROAS,448.41,730,48843,11,601.77,Working Professionals,secure investment tracker,45247,3.3
2024-06-26,Google Search,Re-engagement,402.22,3658,15231,6,11.49,Students,top rated productivity app,24299,2.1
2024-05-14,Facebook,App Install,377.6,4749,45697,11,0.0,Gen Z,mobile finance solutions,10524,0.9
2024-05-21,TikTok,Performance/ROAS,220.83,1227,36938,5,821.96,Gen Z,top rated productivity app,11601,1.6
2024-07-12,Instagram,Performance/ROAS,15.6,4837,47346,16,243.85,Millennials,free habit tracker,23989,4.9
2024-11-13,Instagram,Performance/ROAS,369.47,2196,45375,9,128.69,Students,mobile finance solutions,5894,4.3
2024-09-28,Facebook,Performance/ROAS,123.31,363,38500,18,314.37,Working Professionals,top rated productivity app,44250,1.2
2024-09-10,Facebook,Re-engagement,183.36,4931,38290,9,355.31,Gen Z,secure investment tracker,16033,2.1
2024-07-16,Facebook,App Install,96.25,2657,46234,11,0.0,Gen Z,free habit tracker,36117,4.6
2024-05-12,Facebook,Brand Awareness,437.11,4752,42152,8,982.46,Millennials,best budget planning app,39733,1.1
2024-01-29,Facebook,Re-engagement,85.77,4339,10664,11,356.59,Millennials,easy goal setting,43372,2.4
2024-11-09,Google Search,Performance/ROAS,262.33,4028,4415,10,658.18,Working Professionals,top rated productivity app,28222,3.1
2024-05-18,Google Search,Re-engagement,74.42,1962,8238,10,195.77,Millennials,best budget planning app,7632,4.5
2024-07-18,Google Search,Re-engagement,40.69,1124,22321,2,10.295000000000002,Millennials,secure investment tracker,9525,3.2
2024-02-14,Google Search,App Install,253.88,742,39312,8,0.0,Gen Z,free habit tracker,47041,4.9
2024-05-23,Google Search,Re-engagement,218.56,3227,42172,13,432.77,Millennials,free habit tracker,30893,3.0
2024-10-05,Facebook,App Install,303.5,3026,7186,10,0.0,Working Professionals,top rated productivity app,37344,4.6
2024-01-19,Facebook,Performance/ROAS,393.95,246,5182,7,864.41,Millennials,mobile finance solutions,36725,3.0
2024-12-25,Google Search,Performance/ROAS,43.48,2399,17939,10,245.9,Millennials,mobile finance solutions,16133,1.7
2024-06-28,Google Search,App Install,382.87,2100,27700,10,0.0,Students,mobile finance solutions,26512,2.8
2024-05-10,Google Search,Performance/ROAS,273.04,3379,43587,7,308.62,Millennials,easy goal setting,45394,2.4
2024-04-06,Instagram,Brand Awareness,327.46,1197,9533,10,119.88,Working Professionals,secure investment tracker,37601,4.7
2024-06-28,Facebook,Performance/ROAS,473.21,828,36621,8,34.16,Working Professionals,easy goal setting,3720,4.9
2024-10-14,Facebook,Brand Awareness,291.42,4423,42380,12,846.92,Students,easy goal setting,14443,3.7
2024-05-08,Google Search,App Install,198.09,2083,40113,12,0.0,Gen Z,free habit tracker,11337,2.8
2024-02-17,Facebook,Performance/ROAS,447.45,2267,45723,8,703.31,Students,free habit tracker,10458,1.1
2024-11-13,TikTok,Performance/ROAS,306.13,297,28177,12,569.31,Students,best budget planning app,6837,3.6
2024-08-26,Instagram,Performance/ROAS,135.36,4921,31686,10,350.35,Gen Z,top rated productivity app,28780,1.2
2024-12-13,Google Search,Performance/ROAS,402.64,754,42192,12,294.86,Working Professionals,free habit tracker,8758,0.6
2024-06-29,Google Search,Brand Awareness,381.67,739,3138,17,232.89,Gen Z,secure investment tracker,46889,2.6
2024-12-05,Facebook,App Install,426.39,532,35893,13,0.0,Gen Z,mobile finance solutions,20047,3.7
2024-04-29,Facebook,Re-engagement,341.78,876,13908,10,418.26,Working Professionals,secure investment tracker,31372,3.0
2024-04-08,Google Search,Performance/ROAS,222.2,3387,11322,13,527.41,Gen Z,free habit tracker,38976,3.2
2024-09-05,Facebook,App Install,348.74,4798,29584,9,0.0,Working Professionals,secure investment tracker,28030,2.8
2024-01-17,Google Search,Performance/ROAS,419.36,4324,6483,10,759.8,Millennials,free habit tracker,21544,1.0
2024-04-30,Facebook,Re-engagement,192.39,3790,27110,7,206.25,Working Professionals,free habit tracker,10283,1.7
2024-09-23,Google Search,App Install,417.14,3269,33385,8,0.0,Working Professionals,top rated productivity app,9262,2.7
2024-05-08,Google Search,Performance/ROAS,230.37,1420,40603,3,32.813,Gen Z,top rated productivity app,11202,3.8
2024-12-19,Facebook,Performance/ROAS,482.75,744,16920,11,890.46,Students,top rated productivity app,42553,2.4
2024-04-21,Facebook,Performance/ROAS,390.02,3794,11759,7,518.14,Students,secure investment tracker,40589,1.4
2024-01-26,Google Search,Performance/ROAS,202.74,1316,28399,6,825.79,Millennials,top rated productivity app,40870,1.6
2024-10-19,Google Search,Performance/ROAS,304.59,69,40146,12,995.19,Students,mobile finance solutions,26199,2.2
2024-07-30,Google Search,Re-engagement,390.63,3361,1110,9,804.76,Gen Z,mobile finance solutions,18155,0.6
2024-08-05,Instagram,Re-engagement,39.89,1848,39015,10,796.26,Millennials,best budget planning app,47988,3.5
2024-03-14,Facebook,Re-engagement,57.84,625,6094,10,799.95,Gen Z,best budget planning app,6573,1.4
2024-01-15,Facebook,Re-engagement,234.28,3584,1101,11,807.19,Students,top rated productivity app,1319,1.9
2024-05-24,TikTok,App Install,337.4,2496,25261,11,0.0,Working Professionals,top rated productivity app,47807,5.0
2024-05-04,Instagram,Performance/ROAS,260.57,3163,29618,18,926.82,Students,best budget planning app,49174,4.5
2024-08-22,Google Search,Performance/ROAS,450.78,369,9219,10,293.65,Millennials,secure investment tracker,32285,1.1
2024-03-08,TikTok,Brand Awareness,91.7,697,28357,8,969.17,Millennials,top rated productivity app,6026,5.0
2024-01-17,Google Search,Performance/ROAS,67.86,1609,20479,14,826.99,Students,free habit tracker,47515,2.2
2024-01-30,Facebook,Performance/ROAS,450.28,1439,10528,11,576.04,Students,secure investment tracker,36858,1.9
2024-12-14,Instagram,Performance/ROAS,310.31,852,26615,15,617.42,Working Professionals,easy goal setting,10272,1.9
2024-06-24,Google Search,Performance/ROAS,261.65,3186,17268,10,996.32,Millennials,best budget planning app,17285,3.8
2024-09-03,Google Search,Performance/ROAS,221.55,3027,31924,13,728.22,Students,easy goal setting,48663,4.7
2024-05-04,Google Search,Performance/ROAS,312.32,439,27098,8,352.77,Students,mobile finance solutions,32614,4.1
2024-06-13,Google Search,App Install,105.09,2229,12008,11,0.0,Millennials,free habit tracker,3346,2.8
2024-02-25,Google Search,Re-engagement,15.03,1813,38314,9,948.93,Millennials,best budget planning app,6140,2.1
2024-03-19,Google Search,Re-engagement,406.53,965,46430,10,591.17,Gen Z,easy goal setting,38406,4.1
2024-12-05,Google Search,Performance/ROAS,13.45,4476,5262,19,209.77,Millennials,free habit tracker,39164,0.9
2024-03-13,Facebook,Re-engagement,341.1,1726,25242,11,825.26,Gen Z,mobile finance solutions,560,1.3
2024-04-01,Google Search,Performance/ROAS,92.2,3713,34767,5,161.79,Gen Z,best budget planning app,36333,2.7
2024-01-20,Facebook,App Install,210.08,2196,13085,3,0.0,Millennials,easy goal setting,23165,2.5
2024-07-11,Google Search,Brand Awareness,264.23,906,47934,13,919.82,Working Professionals,mobile finance solutions,6886,0.6
2024-03-01,Google Search,Re-engagement,454.72,4015,13691,7,976.79,Millennials,top rated productivity app,9286,1.7
2024-04-30,Instagram,App Install,444.18,534,22732,11,0.0,Working Professionals,easy goal setting,28161,0.5
2024-12-28,Facebook,App Install,373.71,2159,22714,9,0.0,Millennials,top rated productivity app,42533,3.9
2024-10-18,Facebook,Brand Awareness,221.24,4927,16969,7,139.42,Millennials,top rated productivity app,538,2.2
2024-04-04,Instagram,Performance/ROAS,262.79,2440,20728,16,801.39,Working Professionals,easy goal setting,34703,2.4
2024-11-22,Instagram,App Install,345.26,2353,13445,12,0.0,Millennials,secure investment tracker,14916,4.2
2024-08-03,Facebook,Performance/ROAS,437.51,2198,44795,13,241.85,Students,mobile finance solutions,42391,0.6
2024-02-21,Google Search,Performance/ROAS,292.83,4073,14512,5,635.27,Working Professionals,best budget planning app,27579,3.1
2024-02-20,Google Search,Re-engagement,436.63,3190,26671,10,739.61,Students,top rated productivity app,19835,3.9
2024-06-27,Facebook,Re-engagement,154.48,1873,38777,12,642.76,Gen Z,easy goal setting,29225,1.6
2024-06-29,Google Search,App Install,411.97,2220,49933,7,0.0,Gen Z,top rated productivity app,27332,1.4
2024-11-29,Facebook,Performance/ROAS,354.95,1731,42051,10,310.47,Gen Z,free habit tracker,42473,1.0
2024-04-18,Facebook,Re-engagement,489.38,1280,46367,8,178.32,Gen Z,top rated productivity app,17982,4.3
2024-07-23,Instagram,Performance/ROAS,109.11,635,47359,9,446.3,Millennials,easy goal setting,2759,4.7
2024-12-05,Instagram,Performance/ROAS,421.83,4255,6738,7,490.31,Gen Z,easy goal setting,1360,3.0
2024-12-28,Google Search,Re-engagement,439.17,1745,12467,14,277.15,Millennials,secure investment tracker,33870,4.7
2024-11-13,Instagram,App Install,92.03,2616,14477,6,0.0,Working Professionals,best budget planning app,40630,4.3
2024-08-23,Facebook,Brand Awareness,148.73,2685,3905,10,607.64,Working Professionals,top rated productivity app,42030,3.9
2024-01-13,Instagram,App Install,393.13,4940,14071,15,0.0,Gen Z,top rated productivity app,45023,1.7
2024-11-04,Instagram,Performance/ROAS,428.37,1088,42948,12,498.89,Students,easy goal setting,20369,1.3
2024-03-05,Google Search,Re-engagement,117.87,2843,39504,16,438.52,Working Professionals,top rated productivity app,15419,0.5
2024-05-19,Instagram,App Install,92.81,1746,14279,5,0.0,Students,best budget planning app,2583,3.4
2024-06-13,Facebook,Performance/ROAS,314.93,2040,28693,7,684.14,Millennials,best budget planning app,13898,3.8
2024-08-13,TikTok,Brand Awareness,181.35,239,13275,10,369.29,Gen Z,top rated productivity app,44604,2.0
2024-10-31,Facebook,Performance/ROAS,313.64,1887,10407,12,524.95,Students,mobile finance solutions,48734,1.7
2024-06-04,Instagram,Re-engagement,123.48,4368,3009,12,798.14,Working Professionals,best budget planning app,25574,4.8
2024-04-09,Instagram,Re-engagement,399.41,2456,21807,8,401.83,Students,secure investment tracker,44315,2.3
2024-04-08,Google Search,Performance/ROAS,47.77,1152,3461,10,594.31,Millennials,easy goal setting,19758,4.5
2024-10-19,Instagram,Performance/ROAS,193.19,2999,38755,10,278.7,Gen Z,secure investment tracker,48716,1.3
2024-09-23,Facebook,Re-engagement,45.67,982,23696,11,793.46,Students,free habit tracker,20135,4.7
2024-10-24,Google Search,App Install,480.1,728,30575,12,0.0,Working Professionals,mobile finance solutions,23846,4.8
2024-04-01,Facebook,Performance/ROAS,362.84,2553,39178,12,909.47,Gen Z,mobile finance solutions,1811,4.3
2024-12-03,Facebook,Performance/ROAS,83.91,51,33544,9,715.92,Gen Z,best budget planning app,48685,4.4
2024-11-30,Facebook,Performance/ROAS,106.43,200,17317,9,35.57,Working Professionals,easy goal setting,3042,1.4
2024-05-10,Facebook,Performance/ROAS,465.29,336,16583,11,756.61,Gen Z,best budget planning app,9913,2.7
2024-08-28,Instagram,Re-engagement,221.69,1931,4629,11,405.85,Working Professionals,easy goal setting,41053,3.8
2024-03-04,Instagram,App Install,465.95,3604,48074,5,0.0,Gen Z,top rated productivity app,17386,1.0
2024-03-28,Facebook,App Install,289.58,1184,16675,7,0.0,Gen Z,secure investment tracker,43471,4.0
2024-05-11,Google Search,Brand Awareness,47.42,754,48006,12,608.71,Students,easy goal setting,30435,1.8
2024-06-30,Instagram,App Install,402.39,4411,9968,8,0.0,Gen Z,top rated productivity app,9923,1.3
2024-12-05,Google Search,Performance/ROAS,239.72,4332,18236,11,813.87,Gen Z,easy goal setting,29984,2.6
2024-03-15,Facebook,Performance/ROAS,288.3,117,45536,15,623.43,Gen Z,easy goal setting,6277,3.2
2024-12-30,Facebook,Performance/ROAS,232.39,4903,26831,16,281.26,Gen Z,best budget planning app,32761,3.2
2024-11-19,Google Search,Performance/ROAS,172.57,2332,41503,11,872.62,Working Professionals,easy goal setting,20454,2.2
2024-05-01,Instagram,Performance/ROAS,229.43,4292,12973,9,798.9,Working Professionals,secure investment tracker,14625,4.4
2024-01-05,Facebook,App Install,320.53,4473,17901,10,0.0,Gen Z,best budget planning app,20380,0.9
2024-08-19,Google Search,Performance/ROAS,252.91,4567,46403,9,985.87,Students,easy goal setting,12266,4.5
2024-02-07,Facebook,Brand Awareness,30.17,2165,24947,15,173.54,Millennials,secure investment tracker,36136,0.7
2024-10-26,Google Search,Re-engagement,165.63,1862,5648,9,980.15,Millennials,best budget planning app,24257,3.3
2024-08-17,Google Search,App Install,133.99,1368,7907,7,0.0,Working Professionals,secure investment tracker,22480,3.2
2024-09-07,Google Search,Brand Awareness,426.83,3425,28668,6,717.35,Gen Z,easy goal setting,47963,5.0
2024-05-04,Google Search,Re-engagement,67.44,4463,20515,7,230.24,Gen Z,free habit tracker,15113,2.1
2024-10-30,Google Search,App Install,116.49,3885,41254,9,0.0,Millennials,free habit tracker,15458,3.3
2024-01-14,Facebook,Performance/ROAS,339.09,3082,49627,17,658.83,Millennials,top rated productivity app,45280,3.1
2024-12-27,Google Search,Performance/ROAS,423.81,747,14592,7,414.11,Gen Z,top rated productivity app,33646,0.7
2024-10-08,Google Search,Brand Awareness,489.81,1466,8448,11,847.85,Gen Z,secure investment tracker,48229,1.9
2024-12-17,Facebook,Performance/ROAS,306.69,59,14690,12,469.26,Gen Z,easy goal setting,8118,4.3
2024-10-28,Facebook,Brand Awareness,225.26,3464,17307,10,782.26,Gen Z,best budget planning app,1704,2.9
2024-11-11,Google Search,App Install,168.35,3217,1610,15,0.0,Gen Z,top rated productivity app,22540,3.7
2024-09-10,TikTok,Performance/ROAS,99.16,3775,49584,12,993.67,Working Professionals,secure investment tracker,46217,1.6
2024-04-06,Facebook,App Install,435.71,203,30471,20,0.0,Working Professionals,best budget planning app,28457,1.8
2024-12-13,Facebook,Performance/ROAS,57.48,198,15591,14,978.63,Working Professionals,best budget planning app,13393,1.8
2024-03-01,Facebook,Re-engagement,193.3,439,42960,18,635.03,Millennials,free habit tracker,3826,3.1
2024-08-18,Facebook,App Install,327.24,1424,37870,10,0.0,Gen Z,free habit tracker,3744,3.1
2024-09-15,Facebook,Performance/ROAS,277.11,437,991,10,532.54,Gen Z,mobile finance solutions,14306,4.3
2024-02-20,Facebook,App Install,270.91,4775,10060,8,0.0,Students,top rated productivity app,7613,2.4
2024-04-11,Google Search,App Install,492.51,190,38409,5,0.0,Millennials,free habit tracker,5626,2.1
2024-01-14,Facebook,Re-engagement,71.35,4032,22113,10,88.92,Millennials,top rated productivity app,42131,1.3
2024-05-09,Instagram,Brand Awareness,222.48,1244,815,12,424.87,Gen Z,best budget planning app,29006,4.2
2024-07-08,Instagram,Re-engagement,119.96,556,47511,7,822.54,Gen Z,free habit tracker,5069,3.8
2024-03-13,Google Search,Performance/ROAS,264.47,2173,29789,8,793.69,Working Professionals,easy goal setting,10303,4.4
2024-06-19,Google Search,Performance/ROAS,163.11,4428,29635,8,382.25,Gen Z,mobile finance solutions,40518,4.4
2024-12-18,Facebook,Performance/ROAS,27.12,502,38113,12,60.92,Working Professionals,secure investment tracker,48681,4.2
2024-02-10,Facebook,Performance/ROAS,463.05,978,47063,12,16.23,Students,easy goal setting,6746,4.1
2024-06-14,Facebook,Performance/ROAS,106.56,2020,1983,11,704.84,Gen Z,secure investment tracker,43601,4.3
2024-07-18,Google Search,Performance/ROAS,76.73,4378,36441,12,151.59,Gen Z,secure investment tracker,11813,1.1
2024-04-24,Facebook,Brand Awareness,72.12,3255,10594,9,852.88,Students,easy goal setting,4830,1.9
2024-11-15,Google Search,Performance/ROAS,460.19,2836,13407,7,280.84,Millennials,easy goal setting,27628,0.8
2024-03-09,Google Search,Performance/ROAS,456.38,3712,7287,4,41.580000000000005,Gen Z,mobile finance solutions,11395,2.5
2024-07-12,Instagram,Brand Awareness,178.3,1875,12021,8,192.31,Gen Z,best budget planning app,28574,4.9
2024-04-21,Google Search,App Install,433.33,1011,8302,12,0.0,Working Professionals,top rated productivity app,9262,0.6
2024-05-25,Google Search,Performance/ROAS,16.63,3483,36330,7,680.58,Students,secure investment tracker,22743,2.2
2024-02-03,Instagram,Performance/ROAS,159.62,4286,3124,6,596.85,Gen Z,secure investment tracker,45119,3.9
2024-04-05,Facebook,Re-engagement,143.82,989,42312,13,820.96,Gen Z,easy goal setting,41590,3.4
2024-04-07,Google Search,Re-engagement,34.0,4472,44775,11,649.45,Millennials,secure investment tracker,19384,2.9
2024-06-18,TikTok,Performance/ROAS,212.66,122,31565,12,84.91,Millennials,easy goal setting,10780,2.9
2024-05-11,Google Search,Performance/ROAS,429.88,471,2395,8,14.66,Working Professionals,easy goal setting,29148,4.3
2024-01-24,Instagram,Performance/ROAS,484.21,390,39493,7,502.14,Students,secure investment tracker,39669,1.0
2024-10-01,Facebook,Brand Awareness,430.53,2409,15239,12,276.5,Students,mobile finance solutions,23682,1.0
2024-06-07,Facebook,Re-engagement,397.08,2218,4180,13,111.65,Gen Z,mobile finance solutions,19682,3.4
2024-03-10,Facebook,App Install,387.47,1802,9386,10,0.0,Millennials,best budget planning app,11828,4.2
2024-11-07,Google Search,Re-engagement,59.08,3922,11150,9,337.94,Millennials,free habit tracker,4444,3.8
2024-02-19,Google Search,Performance/ROAS,63.56,4778,29932,7,215.66,Millennials,easy goal setting,25983,2.8
2024-08-16,Facebook,App Install,211.81,1162,39382,6,0.0,Millennials,top rated productivity app,11317,1.8
2024-09-07,Facebook,Re-engagement,300.34,1876,2229,13,92.67,Millennials,mobile finance solutions,33937,3.9
2024-03-30,Facebook,Performance/ROAS,306.78,2230,25551,7,5.02,Millennials,best budget planning app,33401,3.3
2024-10-09,Google Search,Re-engagement,281.67,591,18342,7,31.99,Students,secure investment tracker,15091,4.8
2024-05-25,Facebook,Performance/ROAS,73.07,1928,32900,8,960.24,Working Professionals,best budget planning app,1883,3.9
2024-04-20,TikTok,App Install,9.89,4024,34766,13,0.0,Millennials,easy goal setting,47464,2.0
2024-06-16,Google Search,Performance/ROAS,77.88,2004,8973,8,399.94,Millennials,secure investment tracker,28993,4.3
2024-05-29,Google Search,App Install,42.91,3838,7239,6,0.0,Gen Z,best budget planning app,45189,1.7
2024-05-27,TikTok,Performance/ROAS,159.49,2824,24423,12,468.77,Gen Z,secure investment tracker,1752,1.5
2024-07-15,Facebook,Performance/ROAS,83.62,459,16876,11,309.32,Gen Z,free habit tracker,3935,3.2
2024-07-27,Facebook,App Install,135.59,1929,36309,12,0.0,Working Professionals,free habit tracker,8855,0.5
2024-06-27,Facebook,Re-engagement,147.02,1606,586,10,213.51,Gen Z,best budget planning app,2351,4.6
2024-02-03,Facebook,App Install,342.26,2304,41801,11,0.0,Working Professionals,mobile finance solutions,43115,3.5
2024-02-15,Google Search,App Install,478.69,2289,27000,6,0.0,Gen Z,best budget planning app,37913,3.8
2024-04-12,Google Search,Performance/ROAS,252.46,4009,21227,9,943.32,Millennials,mobile finance solutions,10043,1.3
2024-09-03,Google Search,Re-engagement,165.28,2611,18845,6,183.39,Gen Z,free habit tracker,14323,2.4
2024-11-22,TikTok,Re-engagement,164.94,4312,27218,10,698.75,Gen Z,free habit tracker,2241,3.6
2024-02-07,Google Search,App Install,414.91,4244,16507,12,0.0,Working Professionals,free habit tracker,40559,4.0
2024-06-08,TikTok,Performance/ROAS,477.68,2007,14713,11,756.44,Gen Z,best budget planning app,49970,3.9
2024-09-27,Google Search,Performance/ROAS,60.76,2943,29335,7,171.46,Gen Z,secure investment tracker,49690,3.7
2024-02-02,Google Search,Re-engagement,494.26,1794,48072,14,699.75,Millennials,secure investment tracker,29957,4.0
2024-09-25,Google Search,App Install,259.75,345,38656,12,0.0,Gen Z,mobile finance solutions,26078,4.7
2024-01-19,Google Search,Performance/ROAS,110.29,4320,32307,8,304.83,Students,secure investment tracker,13206,2.8
2024-08-10,TikTok,Performance/ROAS,429.09,820,27768,12,432.88,Gen Z,top rated productivity app,18514,0.6
2024-07-16,Google Search,App Install,138.74,4053,3417,7,0.0,Millennials,free habit tracker,34303,2.7
2024-06-26,TikTok,Performance/ROAS,475.42,3262,3443,11,742.9,Students,easy goal setting,20693,3.0
2024-10-25,Google Search,Performance/ROAS,123.04,655,28306,13,174.94,Gen Z,free habit tracker,22414,3.8
2024-05-12,Facebook,Performance/ROAS,492.56,4100,7786,11,362.21,Students,easy goal setting,44627,4.0
2024-05-21,Google Search,Performance/ROAS,170.09,2611,38294,12,752.32,Working Professionals,mobile finance solutions,42598,0.9
2024-01-08,Facebook,App Install,269.44,4604,35383,5,0.0,Working Professionals,secure investment tracker,2486,3.9
2024-08-27,Google Search,Brand Awareness,380.72,1164,12188,12,474.95,Gen Z,free habit tracker,46325,2.8
2024-02-13,Facebook,Performance/ROAS,370.27,4619,9067,12,146.68,Students,best budget planning app,9052,1.9
2024-07-02,Google Search,App Install,137.32,3714,26198,7,0.0,Millennials,top rated productivity app,931,3.0
2024-01-17,Facebook,App Install,444.8,1309,23514,12,0.0,Millennials,mobile finance solutions,26030,4.4
2024-11-12,Facebook,Performance/ROAS,459.41,1952,39615,8,729.38,Working Professionals,free habit tracker,37257,2.1
2024-05-14,Google Search,App Install,61.16,3839,48014,6,0.0,Gen Z,top rated productivity app,49836,3.9
2024-10-06,Facebook,App Install,464.68,1681,24055,8,0.0,Working Professionals,best budget planning app,49967,2.1
2024-01-18,Facebook,App Install,126.54,4005,31713,11,0.0,Millennials,easy goal setting,41973,4.2
2024-04-15,Facebook,Re-engagement,299.1,2660,11497,8,569.93,Millennials,top rated productivity app,10300,3.0
2024-03-24,Instagram,Performance/ROAS,498.23,2148,33173,9,600.4,Millennials,free habit tracker,47009,2.0
2024-06-01,Facebook,Performance/ROAS,218.99,4021,34666,9,728.25,Working Professionals,free habit tracker,34346,2.9
2024-09-26,Facebook,App Install,345.74,1888,46247,8,0.0,Gen Z,easy goal setting,2667,2.3
2024-02-02,Instagram,App Install,254.81,3139,24161,4,0.0,Working Professionals,easy goal setting,11912,2.6
2024-08-28,Instagram,App Install,477.62,2586,49049,15,0.0,Gen Z,secure investment tracker,37619,3.0
2024-10-11,Google Search,Performance/ROAS,168.0,691,26786,9,190.98,Students,mobile finance solutions,8967,3.7
2024-10-11,Google Search,Performance/ROAS,305.45,1632,2891,9,598.55,Working Professionals,free habit tracker,3809,4.7
2024-11-02,Facebook,Performance/ROAS,208.14,4150,37760,10,600.86,Gen Z,mobile finance solutions,11424,2.1
2024-11-12,Google Search,Performance/ROAS,214.57,2818,8370,9,751.76,Students,secure investment tracker,11281,3.4
2024-08-21,Facebook,Re-engagement,151.81,3092,23673,14,870.13,Millennials,best budget planning app,32382,2.6
2024-01-04,Facebook,Performance/ROAS,23.23,1767,14283,14,161.25,Gen Z,top rated productivity app,42345,0.7
2024-06-11,Facebook,Performance/ROAS,145.03,257,38296,12,852.56,Working Professionals,mobile finance solutions,25542,4.1
2024-02-21,Instagram,Re-engagement,401.1,1065,2749,11,813.69,Gen Z,secure investment tracker,13630,4.0
2024-12-25,Instagram,Performance/ROAS,221.22,3217,10083,9,74.41,Working Professionals,best budget planning app,20044,1.7
2024-12-14,Google Search,Performance/ROAS,116.24,2285,17463,6,666.95,Gen Z,best budget planning app,33464,2.5
2024-03-02,Facebook,Brand Awareness,337.26,1255,38490,14,549.33,Students,easy goal setting,11738,1.5
2024-09-18,Facebook,App Install,424.11,1281,44877,6,0.0,Working Professionals,free habit tracker,13389,3.6
2024-03-23,Facebook,Performance/ROAS,272.81,1117,1907,8,264.99,Millennials,easy goal setting,13486,4.3
2024-01-05,Instagram,Performance/ROAS,309.57,494,6065,17,177.29,Students,mobile finance solutions,3795,4.4
2024-08-22,Facebook,Performance/ROAS,498.88,4325,15642,8,207.94,Millennials,free habit tracker,2930,4.7
